nikkud,transliteration,word
מַדָּעִי,madai,מדעי
קוֹנְצֶרְן,kontsern,קונצרן
קוֹסוֹבוֹ,kosovo,קוסובו
קוֹסִינוּס,kosinus,קוסינוס
קוֹסֵם,kosem,קוסם
קוֹסְמוֹגוֹנְיָה,kosmogonya,קוסמוגוניה
קוֹסְמוֹגְרַפְיָה,kosmografya,קוסמוגרפיה
קוֹסְמוֹלוֹגְיָה,kosmologya,קוסמולוגיה
קוֹסְמוֹפּוֹלִיטִי,kosmopoliti,קוסמופוליטי
קוֹסְמוֹפּוֹלִיטִיּוּת,kosmopolitiyut,קוסמופוליטיות
קוֹסֶקַנְס,koskanes,קוסקנס
קוּף,kuf,קוף
קוֹף,kof,קוף
קוֹף,kof,קוף
חוֹטֶם,khotem,חוטם
קוֹף,kof,קוף
צַר,tsar,צר
אַף,af,אף
קוֹף,kof,קוף
רָחָב,rekhav,רחב
אַף,af,אף
קוּפּוֹן,kupon,קופון
קוּפִּידוֹן,kupidon,קופידון
קוֹפִיף,kofif,קופיף
קוֹפִיץ,kofitz,קופיץ
קוֹץ,kots,קוץ
קוֹקוֹס,kokos,קוקוס
קוֹקָטִיל,kokatil,קוקטיל
קוֹקְטֵיל,kokteyl,קוקטיל
קוֹקְסִינֶל,koksinel,קוקסינל
קוֹקְפִּיט,kokpit,קוקפיט
קוֹרֵא,kore,קורא
קוֹרָה,kora,קורה
קוֹרוֹזְיָה,korozya,קורוזיה
קוֹרוֹת,korot,קורות
חַיִּים,khayim,חיים
קוּרֵי,kurey,קורי
עַכָּבִישׁ,akavish,עכביש
קוּרְיוֹז,kuryoz,קוריוז
קוּרְיוּם,kuryom,קוריום
קוּרְנָס,kurnas,קורנס
קוֹרְנְפְלוֹר,kornflor,קורנפלור
קוֹרְנְפְלֶקְס,kornflex,קורנפלקס
קוֹרְסָר,korsar,קורסר
קוֹרֵעַ,koreah,קורע
לֵב,lev,לב
קוֹרְפּוּס,korpus,קורפוס
דֶּלִיקְטִי,delikti,דליקטי
קְוַרְץ,kvarts,קורץ
קְוַרְק,kvark,קורק
קוֹרְקִינֵט,korkinet,קורקינט
קוֹרַת,korat,קורת
רֹחַב,rokhav,רחב
קָזוּס,kazus,קזוס
בֶּלִי,beli,בלי
קָזִינוֹ,kazino,קזינו
קָזָנוֹבָה,casanova,קזנובה
קֹטֶב,kotev,קטב
קָטָבּוֹלִיזְם,katabolizm,קטבוליזם
קָטְבִּיּוּת,kotviyut,קטביות
קָטֵגוֹר,kategor,קטגור
קָטֵגוֹרְיָה,kategorya,קטגוריה
קָטֵגוֹרְיָה,kategorya,קטגוריה
קִטּוּב,kituv,קטוב
קָטוּם,katum,קטום
קֶטוֹן,keton,קטון
קַטְיוֹן,katyon,קטיון
קַטְיוּשָׁה,katyusha,קטיושה
קְטִיפָה,ktifa,קטיפה
קְטִיפָה,ktifa,קטיפה
קֶטֶל,ketel,קטל
קָטָלָנִית,katalanit,קטלנית
קָטָמָרָן,katamaran,קטמרן
קַטְנוֹעַ,katnoa',קטנוע
קִטְנִית,kitnit,קטנית
קֶטַע,keta,קטע
קַטָּר,katar,קטר
קֹטֶר,koter,קטר
קַטַר,katar,קטר
קֹטֶר,koter,קטר
קֶדַח,kedakh,קדח
הַקָּנֶה,hakaneh,הקנה
קַטְרֶגֶל,katregel,קטרגל
קְטֹרֶת,ktoret,קטרת
קֶטְשׁוֹפְּ,ketchup,קטשופ
קִיא,ki,קיא
קָיָאק,kayak,קיאק
קִיבִּינִימָט,kibinimat,קיבינימט
קִיּוּט,kiyut,קיוט
קִיוִי,kivi,קיוי
קִיּוֹסְק,kiyosk,קיוסק
קִיט,kit,קיט
קַיִט,kayit,קיט
קִיטְבֶּג,kitbeg,קיטבג
קִיטוֹן,kiton,קיטון
קִיטוֹר,kitor,קיטור
קַיְטָנָה,kaytana,קיטנה
קִיטְשׁ,kitch,קיטש
קִיטְשִׁי,kitchi,קיטשי
קִילוֹ,kilo,קילו
וָאט,vat,ואט
קִילוֹגְרָם,kilogram,קילוגרם
קִילוֹהֶרְץ,kiloherts,קילוהרץ
קִילוֹמֶטֶר,kilometer,קילומטר
רָבוּעַ,ravua,רבוע
קִילוֹן,kilon,קילון
קַיָּם,kayam,קים
קִימוֹנוֹ,kimono,קימונו
קַיָּן,kayan,קין
קִינָה,kina,קינה
קִינוֹף,kinof,קינוף
קִינֶטִיקָה,kinetika,קינטיקה
אֶנְזִימָטִית,enzimatit,אנזימטית
קִינֵמָטִיקָה,kinematika,קינמטיקה
קֵיסָם,keisam,קיסם
קֵיסָם,kisam,קיסם
שִׁנַּיִם,shinayim,שנים
קֵיסָר,keysar,קיסר
קַיִץ,kayits,קיץ
קֵיצִי,kaitsi,קיצי
קִיר,kir,קיר
קִיר,kir,קיר
חִיצוֹנִי,khitsoni,חיצוני
קִישׁ,kish,קיש
קִיתוֹן,kiton,קיתון
קַל,kal,קל
קַל,kal,קל
רַגְלַיִם,raglaim,רגלים
קְלָאוִיקוֹרְד,klavikord,קלאויקורד
קְלָאץ',klach,קלאץ'
קָלָבּוּשׁ,kalabush,קלבוש
קַלְגַּס,kalgas,קלגס
קַלְדָן,kaldan,קלדן
קְלוּבְקָרִין,kluvkarin,קלובקרין
קָלוֹן,kalon,קלון
קָלוֹרְיָה,kalorya,קלוריה
קָלוּשׁ,kalush,קלוש
קֶלַח,kelakh,קלח
קַלַּחַת,kalakhat,קלחת
קֶלֶט,kelet,קלט
קַלֶּטֶת,kaletet,קלטת
קַלֶּטֶת,kaletet,קלטת
וִידֵאוֹ,vide'o,וידאו
קָלִיבֵּר,kaliber,קליבר
קָלִיגְרָף,kaligraf,קליגרף
קָלִיגְרָפִי,kaligrafi,קליגרפי
קָלִיגְרַפְיָה,kaligrafya,קליגרפיה
קְלִיד,klid,קליד
קָלֵידוֹסְקוֹפּ,kaleydoskop,קלידוסקופ
קְלִיָּה,kliya,קליה
קְלִיטִי,kliti,קליטי
קְלִימָטוֹלוֹגְיָה,klimatologya,קלימטולוגיה
קְלִינִי,klini,קליני
קְלִינִיקָה,klinika,קליניקה
קָלִיעַ,kalia,קליע
קָלִיפוֹרְנְיוּם,kalifornuom,קליפורניום
קְלִיפֶּר,kliper,קליפר
קְלִיק,klik,קליק
קְלִישָׁאָה,klisha'a,קלישאה
קְלָלָה,klala,קללה
קֻלְמוֹס,kulmos,קלמוס
קַלְמִית,kalmit,קלמית
קְלֵמֶנְטִינָה,klementina,קלמנטינה
קַלְמָר,kalmar,קלמר
קַלְנוֹעִית,kalnoit,קלנועית
קֶלֶס,keles,קלס
קְלָס,klas,קלס
קְלָסֶר,klaser,קלסר
קְלַסְתֵּרוֹן,klasteron,קלסתרון
קֶלַע,kela,קלע
קֶלַע,kela,קלע
קַלָּע,kala,קלע
קְלָף,klaf,קלף
קְלָף,klaf,קלף
מִשְׂחָק,miskhak,משחק
קְלִפָּה,klipa,קלפה
קְלַפְטֶה,klafte,קלפטה
קַלְפָן,kalfan,קלפן
קַלְצִיט,kalttsit,קלציט
קְלַרְנִית,clarniet,קלרנית
קֶלֶת,kelet,קלת
קָם,kam,קם
קַמָּא,kama,קמא
קֶמָארִי,kemari,קמארי
קַמְבְּרִיּוֹן,kambriyon,קמבריון
קָמָה,kama,קמה
קֶמַח,kemakh,קמח
קֶמַח,kemakh,קמח
מַצָּה,matsa,מצה
קָמְטָר,kamtar,קמטר
קָמִין,kamin,קמין
קְמִיצָה,kmitsa,קמיצה
קָמֶמְבֶּר,kamember,קממבר
קָמֵעַ,kame'a,קמע
קִמְעוֹנִי,kim'oni,קמעוני
קַמְפּוּס,kampus,קמפוס
קֶמְפִּינְג,kamping,קמפינג
קִמְפְּלוּקְס,kimpluks,קמפלוקס
קָמָץ,kamats,קמץ
קָמָץ,kamtsh,קמץ
גָּדוֹל,gadol,גדול
קָמָץ,kamats,קמץ
קָטָן,katan,קטן
קִמְרוֹן,kimrun,קמרון
קֵן,ken,קן
קַן,kan,קן
הַעוֹרֵב,ha'orev,העורב
קַן,kan,קן
הַצּוֹפֶה,hatsofeh,הצופה
קֵן,ken,קן
נְמָלִים,nemalim,נמלים
קַנָּא,kana,קנא
קִנְאָה,kin'a,קנאה
קָנַבּוֹס,kanabos,קנבוס
קֶנְגּוּרוּ,kenguru,קנגורו
קָנָדָה,kanada,קנדה
קָנֶה,kane,קנה
קְנֵה,kne,קנה
הַחַרְטוֹם,hakhartom,החרטום
קְנֵה,kne,קנה
הַנְּשִׁימָה,haneshima,הנשימה
קָנוּ,kanu,קנו
קְנוֹזוֹאִיקוֹן,knozo'ikon,קנוזואיקון
קִנּוּחַ,kinuakh,קנוח
קְנוּנִיָה,knuniya,קנוניה
קְנוֹקֶנֶת,knokenet,קנוקנת
קָנִיבָּלִיזְם,kanibalizm,קניבליזם
קְנֵידָלֶה,kneidale,קנידלה
קַנְיוֹן,kanyon,קניון
קַנְיוֹן,kanyon,קניון
קִנָּמוֹן,kinamon,קנמון
קְנָס,knas,קנס
קַנַפָּט,kanapat,קנפט
קַנְקַן,kankan,קנקן
קַסְדָּה,kasda,קסדה
קָסוֹקֶר,kasoker,קסוקר
קָסֶטָה,kaseta,קסטה
קָסָטָה,kasata,קסטה
קָסְטָה,kasta,קסטה
קְסִילוֹפוֹן,ksilofon,קסילופון
קֶסֶם,kesem,קסם
קֶסֶם,kesem,קסם
אִישִׁי,ishi,אישי
קֶסֶם,kesem,קסם
קְלָפִים,klafim,קלפים
קְסֶנוֹן,xanon,קסנון
קְסֶנוֹפוֹבְּיָה,ksenofobya,קסנופוביה
קַסְקֶט,kasket,קסקט
קְסַרְקְטִין,kesarketin,קסרקטין
קֶסֶת,keset,קסת
קֹעַר,koar,קער
קְעָרָה,ke'ara,קערה
קַעֲרִית,ka'arit,קערית
קִפָּאוֹן,kipaon,קפאון
קֻפַּאי,kupai,קפאי
קָפֶאִין,kafein,קפאין
קֻפָּד,kupad,קפד
קֻפָּה,kupa,קפה
קָפֶה,kafe,קפה
קָפֶה,kafe,קפה
טוּרְקִי,turki,טורקי
קִפּוֹד,qipod,קפוד
קִפּוּחַ,kipuakh,קפוח
קָפּוֹטָה,kapota,קפוטה
קִפּוּל,kipul,קפול
קַפּוּצ'וֹן,kapuchon,קפוצ'ון
קָפּוֹצִ'ינּוֹ,kapochino,קפוצ'ינו
קִפֵּחַ,kipeakh,קפח
קַפִּיבָּרָה,kapibara,קפיברה
קָפִּיטָלִיזְם,kapitalizm,קפיטליזם
קַפִּיטָלִיזְם,kapitalizm,קפיטליזם
חֲזִירִי,khaziri,חזירי
קָפִּיטָלִיסְט,kapitalist,קפיטליסט
קָפֵטֶרְיָה,kafeterya,קפיטריה
קְפִיץ,kfitz,קפיץ
קְפִיצָה,kfitsa,קפיצה
קְפִיצָה,kfitsa,קפיצה
לַגֹּבַהּ,lagova,לגבה
קְפִיצָה,kfitsa,קפיצה
לָרֹחַק,larokakh,לרחק
קְפִיצַת,kfitsat,קפיצת
דֶּרֶךְ,derekh,דרך
קַפְלֵט,kaflet,קפלט
קָפָּנְדָּרִיָה,kapandariya,קפנדריה
קֻפְסָה,kufsa,קפסה
קֻפְסָה,kufsa,קפסה
שְׁחֹרָה,shekhora,שחרה
קוּפְסַת,kofsat,קפסת
גַּפְרוּרִים,gafrurim,גפרורים
קַפֶּצֶת,kapetset,קפצת
קַפְּרִיזָה,kapriza,קפריזה
קַפְּרִיצ'וֹ,kapricho,קפריצ'ו
קֻפַּת,kupat,קפת
גֶּמֶל,gemel,גמל
קַצָּב,katzav,קצב
קֶצַח,ketsakh,קצח
קָצִין,katsin,קצין
קְצִין,ktsin,קצין
דֶּגֶל,degel,דגל
קְצִין,ktsin,קצין
סִפּוּן,sipun,ספון
קְצִיץ,ktsits,קציץ
בָּשָׂר,basar,בשר
קְצִיצָה,ktsytsa,קציצה
קָצִיר,katsir,קציר
קֶצֶף,ketsef,קצף
קַצֶּפֶת,katsefet,קצפת
קַצָּץ,katsats,קצץ
קֶצֶץ,ketsets,קצץ
קִצֵּץ,kitsets,קצץ
בִּנְטִיעוֹת,binetioot,בנטיעות
קָצָר,katsar,קצר
קְצַרְדָּשׁ,ktsardash,קצרדש
קְצַרְמָר,ktsarmar,קצרמר
קַצְרָנוּת,katsranut,קצרנות
קָקָאוֹ,kakao,קקאו
קָקָדוּ,kakadu,קקדו
קַקְטוּס,kaktus,קקטוס
קִקָיוֹן,kikayon,קקיון
קִקְיוֹנִי,kikyoni,קקיוני
קַר,kar,קר
קֹר,kor,קר
כְּלָבִים,klavim,כלבים
קַר,kar,קר
מֶזֶג,mezeg,מזג
קֻרְאָן,kuran,קראן
קְרָב,krav,קרב
קֶרֶב,kerev,קרב
קְרַב,krav,קרב
מַגָּע,maga,מגע
קַרְבּוֹן,karbon,קרבון
מִיסִיסִיפִּי,misisipi,מיסיסיפי
קַרְבּוֹן,kar''bon'',קרבון
פֶּנְסִילְבֶנִי,fansilbeni,פנסילבני
קַרְבּוּרָטוֹר,karburator,קרבורטור
קָרְבָּן,korban,קרבן
קָרְבָּן,korban,קרבן
חַטָּאת,khatat,חטאת
קָרְבָּן,korban,קרבן
פֶּסַח,pesakh,פסח
קָרְבָּן,korban,קרבן
תּוֹדָה,toda,תודה
קַרְדִּיגָן,kardigan,קרדיגן
קַרְדְּיוֹלוֹגְיָה,kardyologya,קרדיולוגיה
קְרֶדִיט,kredit,קרדיט
קַרְדִּינָלִי,kardinali,קרדינלי
קַרְדִּית,kardit,קרדית
קַרְדֹּם,kardom,קרדם
קְרוּאָסוֹן,kroason,קרואסון
קָרוֹב,karov,קרוב
קֵרוּב,keruv,קרוב
קֵרוּב,keruv,קרוב
לִינֵאָרִי,linari,לינארי
קֵרוּד,kerud,קרוד
קְרוּז,kruz,קרוז
קָרַוֶּל,karavel,קרול
קָרַוֶּלָה,karavela,קרולה
קְרוּם,krum,קרום
קְרוּם,krum,קרום
בְּתוּלִים,betulim,בתולים
קְרוּם,krum,קרום
הַבְּתוּלִים,habetulim,הבתולים
קְרוּם,krum,קרום
הַמּוֹחַ,hamoakh,המוח
קָרוֹן,karon,קרון
קְרוֹנוֹעַ,kronoa,קרונוע
קְרוֹקוֹדִיל,krokodil,קרוקודיל
קֶרַח,kerakh,קרח
קֵרֵחַ,kere'akh,קרח
קֶרַח,kerakh,קרח
יָבֵשׁ,yavesh,יבש
קֵרֵחַ,kere'akh,קרח
מִכָּאן,mikan,מכאן
וּמִכָּאן,umikan,ומכאן
קַרְחוֹן,karkhon,קרחון
קַרְחוֹן,karkhon,קרחון
יַבַּשְׁתִּי,yabashti,יבשתי
קַרְחוֹן,karkhon,קרחון
יַמִּי,yami,ימי
קָרָחָנָה,karakhana,קרחנה
קָרַחַת,karachat,קרחת
קֹרֶט,koret,קרט
קָרָט,karat,קרט
קָרְטוֹב,kurtov,קרטוב
קַרְטוֹגְרַפְיָה,katogrhfya,קרטוגרפיה
קַרְטוֹן,karton,קרטון
קַרְטִיב,kartiv,קרטיב
קְרֵטִיקוֹן,kretikon,קרטיקון
קַרְטֶל,cartel,קרטל
קַרְטֶר,karter,קרטר
קְרִי,kri,קרי
קְרִי,kri,קרי
קְרִי,kri,קרי
קְרִיאַת,kriat,קריאת
שְׁמָע,shma',שמע
קִרְיָה,kirya,קריה
קְרִיוֹבִּיּוֹלוֹגְיָה,kriyobiologyah,קריוביולוגיה
קְרִיוֹנִיקָה,krionika,קריוניקה
קְרִיּוֹפִיל,kriyofil,קריופיל
קַרְיוֹקִי,karayoki,קריוקי
קְרִיזָה,kriza,קריזה
קְרִיטִי,kriti,קריטי
קְרִינָה,krina,קרינה
אֶלֶקְטְרוֹמַגְנֵטִית,electromagnetit,אלקטרומגנטית
קְרִינָה,krina,קרינה
קוֹסְמִית,kosmit,קוסמית
קְרִינָה,krina,קרינה
רַדְיוֹאַקְטִיבִית,radyo'aktivit,רדיואקטיבית
קְרִינַת,krinat,קרינת
חֹם,khom,חם
קְרִיסְטָלוֹגְרַפְיָה,kristalografhya,קריסטלוגרפיה
קְרִיעַת,kri'at,קריעת
יַם,yam,ים
סוּף,suf,סוף
קְרִיפְּטוֹזוֹאוֹלוֹגְיָה,kriptozo'ologya,קריפטוזואולוגיה
קְרִיפְּטוֹן,kripton,קריפטון
קְרִיצָה,kritsa,קריצה
קְרִישׁ,karish,קריש
דָּם,dam,דם
קִרְיַת,kiryat,קרית
שְׁמוֹנָה,shmona,שמונה
קְרֵם,krem,קרם
קְרֶם,krem,קרם
אַנְגְּלִי,angli,אנגלי
קְרֶמְבּוֹ,krembo,קרמבו
קְרַמְבֶּל,krambel,קרמבל
קֶרָמיקָה,keramika,קרמיקה
קֶרֶן,keren,קרן
קֶרֶן,keren,קרן
קֶרֶן,keren,קרן
אֲבַק,avak,אבק
שְׂרֵפָה,srefah,שרפה
קֶרֶן,keren,קרן
הִשְׁתַּלְּמוּת,hishtalmut,השתלמות
קֶרֶן,keren,קרן
יַעַר,ya'r,יער
קַרְנוּן,karnun,קרנון
קַרְנִיז,karniz,קרניז
קַרְנִיזם,karnizem,קרניזם
קַרְנִיסְט,karnist,קרניסט
קַרְנִית,karnit,קרנית
קַרְנָן,karnan,קרנן
קַרְנַף,karnaf,קרנף
קֶרֶס,keres,קרס
קֶרֶס,keres,קרס
קִרְסוּם,kirsoom,קרסום
קַרְסֹל,karsol,קרסל
קַרְפִּיּוֹן,karpiyon,קרפיון
קַרְצִיָּה,kartsiya,קרציה
קִרְקוּר,kirkur,קרקור
בֶּטֶן,betan,בטן
קִרְקָס,kirkas,קרקס
קִרְקָס,kirkas,קרקס
קַרְחוֹנִי,karkoni,קרחוני
קַרְקַע,karka,קרקע
קַרְקַע,karka,קרקע
הַאֳנִיָּה,haoniyah,האניה
קַרְקַע,karka,קרקע
הַסְפִינָה,hasfinah,הספינה
קְרֶקֶר,kreker,קרקר
קַרְקָשׁ,karkash,קרקש
קַרְקָשׁ,karkash,קרקש
קֶרֶשׁ,keresh,קרש
קֶרֶש,keresh,קרש
הַצָּלָה,hatsalah,הצלה
קֶרֶשׁ,keresh,קרש
חִתּוּךְ,khitukh,חתוך
קְרֶשֶׁנְדּוֹ,kreshendo,קרשנדו
קֶרֶת,keret,קרת
קַרְתָּנוּת,kartanut,קרתנות
קָשֶׁה,kashe,קשה
קִשּׁוּא,kishu,קשוא
קַשְׂוָה,kasva,קשוה
קָשׁוּט,kashut,קשוט
קִשּׁוּט,kishut,קשוט
קִשּׁוּט,kishut,קשוט
מֻעָט,muat,מעט
קִשּׁוּט,kishut,קשוט
רַב,rav,רב
קִשּׁוּר,kishur,קשור
קִשֵּׁט,kishet,קשט
בִּדְגָלִים,bidgalim,בדגלים
קֹשִׁי,koshi,קשי
קַשְׁיוּת,kashyut,קשיות
קְשִׁירָה,kshira,קשירה
קָשִׁישׁ,kashish,קשיש
קָשְמִיר,kashmir,קשמיר
קַשְׁקְשָׁן,kashkeshan,קשקשן
קַשְׂקֶשֶׂת,kaskeset,קשקשת
קַשָּׁר,kashar,קשר
קֶשֶׁר,kesher,קשר
קֶשֶׁר,kesher,קשר
אוֹרְגִים,orgim,אורגים
קֶשֶׁר,kesher,קשר
אֲנָךְ,anakh,אנך
קֶשֶׁר,kesher,קשר
אֶצְבַּע,etsba,אצבע
קֶשֶׁר,kesher,קשר
בֹּהֶן,bohen,בהן
קֶשֶׁר,kesher,קשר
בֹּהֶן,bohen,בהן
חָלִיץ,khalits,חליץ
קֶשֶׁר,kesher,קשר
בֹּהֶן,bohen,בהן
כָּפוּל,kaful,כפול
קֶשֶׁר,kesher,קשר
בֹּהֶן,bohen,בהן
מְהִיר,mehir,מהיר
הַתָּרָה,hatarah,התרה
קֶשֶׁר,kesher,קשר
דַּיָּגִים,dayagim,דיגים
קֶשֶׁר,kesher,קשר
דַּיָּגִים,dayagim,דיגים
כָּפוּל,kaful,כפול
קֶשֶׁר,kesher,קשר
דָּם,dam,דם
קֶשֶׁר,kesher,קשר
הַצָּלָה,hatsalah,הצלה
קֶשֶׁר,kesher,קשר
הַצָּלָה,hatsalah,הצלה
כָּפוּל,kaful,כפול
קֶשֶׁר,kesher,קשר
הַשְׁחָלָה,hashkhalah,השחלה
קֶשֶׁר,kesher,קשר
חוּטֵי,khutey,חוטי
חֶבֶל,khevel,חבל
קֶשֶׁר,kesher,קשר
חַכָּה,khakah,חכה
קֶשֶׁר,kesher,קשר
חָלִיץ,khalits,חליץ
קֶשֶׁר,kesher,קשר
כִּימִי,khimi,כימי
קֶשֶׁר,kesher,קשר
מְהִיר,mehir,מהיר
הַתָּרָה,hatarah,התרה
קֶשֶׁר,kesher,קשר
מוֹט,mot,מוט
קֶשֶׁר,kesher,קשר
מַיִם,mayim,מים
קֶשֶׁר,kesher,קשר
מֵימָן,mayman,מימן
קֶשֶׁר,kesher,קשר
מְרֻבָּע,meruba,מרבע
קֶשֶׁר,kesher,קשר
מְשֻׁתָּף,meshutaf,משתף
קֶשֶׁר,kesher,קשר
סָבְתָא,savta,סבתא
קֶשֶׁר,kesher,קשר
עֲצִירָה,atsirah,עצירה
קֶשֶׁר,kesher,קשר
עֶצֶר,etser,עצר
קֶשֶׁר,kesher,קשר
צוֹלֵב,tsolev,צולב
קֶשֶׁר,kesher,קשר
קוֹוָלֶנְטִי,kovalenti,קוולנטי
קֶשֶׁר,kesher,קשר
קוֹלָר,kolar,קולר
קֶשֶׁר,kesher,קשר
רֹאשׁ,rosh,ראש
הַתֹּרֶן,hatoren,התרן
קֶשֶׁר,kesher,קשר
רֹאשׁ,rosh,ראש
טוּרְקִי,turki,טורקי
קֶשֶׁר,kesher,קשר
שָׁטוּחַ,shatuakh,שטוח
קֶשֶׁר,kesher,קשר
שָׁטוּחַ,shatuakh,שטוח
חָלִיץ,khalits,חליץ
קֶשֶׁר,kesher,קשר
שָׁטוּחַ,shatuakh,שטוח
מְהִיר,mehir,מהיר
הַתָּרָה,hatarah,התרה
קֶשֶׁר,kesher,קשר
שְׁמוֹנֶה,shemoneh,שמונה
קֶשֶׁר,kesher,קשר
שְׁמוֹנֶה,shemoneh,שמונה
כָּפוּל,kaful,כפול
קֶשֶׁר,kesher,קשר
שְׁמִיעָה,shmi'a,שמיעה
קֶשֶׁר,kesher,קשר
שַׁרְשָׁה,sharshah,שרשה
קֶשֶׁר,kesher,קשר
שַׁרְשֶׁרֶת,sharsheret,שרשרת
קֶשֶׁת,keshet,קשת
קַשָּׁת,kashat,קשת
קֶשֶׁת,keshet,קשת
בְּעָנָן,be'anan,בענן
קַשְׁתִּית,kashtit,קשתית
קַשְׁתִּית,kashtit,קשתית
קַת,kat,קת
קָתֶדְרָה,katedra,קתדרה
קָתוֹדָה,katoda,קתודה
קָתוֹלִי,katoli,קתולי
קָתֶקְסִיס,kateksis,קתקסיס
קָתַרְזִיס,katarzis,קתרזיס
רֵאָה,rea,ראה
רְאוּבֵן,reuven,ראובן
רַאוּטֶר,rauter,ראוטר
רֵאָיוֹן,re'ayon,ראיון
אִישִׁי,ishi,אישי
רֵאָיוֹן,re'ayon,ראיון
עֲבוֹדָה,avoda,עבודה
רְאֵם,reem,ראם
רַאס,ras,ראס
בֵּן,ben,בן
אַמּוֹ,ammo,אמו
